PROG ID,ATHLETE ID,ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME,PROGRAM
4521,5348,Brent,Mcmahon,CAN,22,00:18:40,00:00:51,01:00:06,00:00:24,00:31:51,22,01:51:53,Elite Men
4521,73138,Igor,Sysoev,RUS,12,00:18:14,00:00:54,01:00:31,00:00:26,00:31:49,23,01:51:57,Elite Men
4521,5776,Hiroki,Sugimoto,JPN,43,00:18:41,00:00:54,01:00:09,00:00:26,00:31:46,24,01:51:58,Elite Men
4521,5713,Gareth,Halverson,AUS,41,00:18:14,00:00:49,01:00:39,00:00:22,00:31:59,25,01:52:04,Elite Men
4521,5321,Frederic,Belaubre,FRA,32,00:18:07,00:00:51,00:59:31,00:00:29,00:33:13,26,01:52:11,Elite Men
4521,5624,Peter,Croes,BEL,18,00:18:43,00:00:51,01:00:05,00:00:24,00:32:10,27,01:52:14,Elite Men
4521,5687,Mark,Fretta,USA,30,00:18:39,00:00:58,00:58:53,00:00:32,00:33:18,28,01:52:21,Elite Men
4521,5654,Ryosuke,Yamamoto,JPN,31,00:18:12,00:01:04,01:00:23,00:00:24,00:32:24,29,01:52:29,Elite Men
4521,10434,Matt,Chrabot,USA,21,00:18:19,00:00:56,01:00:22,00:00:24,00:32:37,30,01:52:38,Elite Men
4521,6899,Ákos,Vanek,HUN,50,00:18:11,00:00:51,01:00:37,00:00:27,00:32:37,31,01:52:43,Elite Men
4521,5742,Yuichi,Hosoda,JPN,34,00:18:25,00:00:51,01:00:26,00:00:24,00:32:47,32,01:52:53,Elite Men
4521,5327,Hirokatsu,Tayama,JPN,23,00:18:13,00:00:56,01:00:35,00:00:22,00:32:52,33,01:52:58,Elite Men
4521,5635,Joe,Umphenour,USA,36,00:18:22,00:00:56,01:00:29,00:00:22,00:33:05,34,01:53:13,Elite Men
4521,5802,Matthew,Reed,USA,8,00:18:27,00:00:56,01:00:17,00:00:26,00:33:09,35,01:53:15,Elite Men
4521,5931,Andreas,Giglmayr,AUT,28,00:18:40,00:00:56,01:00:04,00:00:26,00:33:09,36,01:53:16,Elite Men
4521,11134,Piotr,Grzegorzek,POL,67,00:18:29,00:00:58,01:00:18,00:00:24,00:33:09,37,01:53:20,Elite Men
4521,5722,Franz,Höfer,AUT,25,00:18:39,00:00:51,01:00:14,00:00:24,00:33:12,38,01:53:21,Elite Men
4521,6777,Min Ho,Heo,KOR,49,00:18:17,00:00:48,01:00:36,00:00:21,00:33:20,39,01:53:23,Elite Men
4521,6707,Jan,Celustka,CZE,48,00:18:16,00:00:56,01:00:31,00:00:26,00:33:15,40,01:53:24,Elite Men
4521,5705,Hideo,Fukui,JPN,45,00:18:40,00:00:59,01:00:04,00:00:26,00:33:31,41,01:53:41,Elite Men
4521,7202,Sebastien,Gacond,SUI,35,00:18:42,00:00:51,01:00:04,00:00:24,00:33:41,42,01:53:41,Elite Men
4521,5804,Dmitriy,Smurov,KAZ,54,00:19:10,00:00:56,01:00:39,00:00:26,00:32:47,43,01:53:58,Elite Men
4521,6131,Hendrik,De Villiers,RSA,40,00:18:49,00:00:51,01:01:04,00:00:24,00:32:50,44,01:53:59,Elite Men
4521,5655,Junichi,Yamamoto,JPN,46,00:18:35,00:00:51,01:00:18,00:00:26,00:33:58,45,01:54:09,Elite Men
4521,10539,Joao,Silva,POR,58,00:18:25,00:00:51,01:00:27,00:00:21,00:34:14,46,01:54:18,Elite Men
4521,5750,Marek,Jaskolka,POL,24,00:18:48,00:00:56,01:01:01,00:00:22,00:33:18,47,01:54:25,Elite Men
4521,10935,Lukas,Salvisberg,SUI,37,00:18:18,00:00:53,01:00:29,00:00:24,00:34:25,48,01:54:29,Elite Men
4521,19870,Ludovic,Dernier,BEL,57,00:18:27,00:00:51,01:00:26,00:00:29,00:34:20,49,01:54:32,Elite Men
4521,6192,Yohann,Vincent,FRA,44,00:19:13,00:00:53,01:00:39,00:00:26,00:33:25,50,01:54:35,Elite Men
4521,10579,Marc-Yvan,De Kaenel,SUI,59,00:18:27,00:00:48,01:00:25,00:00:22,00:34:37,51,01:54:39,Elite Men
4521,6978,Marc,Geerts,BEL,63,00:19:12,00:00:53,01:00:36,00:00:22,00:33:40,52,01:54:44,Elite Men
4521,5351,Daniel,Lee Chi Wo,HKG,42,00:19:12,00:00:53,01:00:41,00:00:26,00:34:09,53,01:55:20,Elite Men
4521,18173,Ju Seok,Kim,KOR,55,00:18:15,00:00:53,01:00:33,00:00:24,00:35:29,54,01:55:36,Elite Men
4521,12749,Ji Hwan,Kim,KOR,69,00:18:42,00:00:54,01:00:04,00:00:24,00:35:52,55,01:55:57,Elite Men
4521,6236,Premysl,Svarc,CZE,33,00:18:48,00:00:58,01:00:59,00:00:26,00:34:49,56,01:56:01,Elite Men
4521,17346,Jae Hun,Choi,KOR,68,00:18:32,00:00:51,01:01:23,00:00:26,00:35:04,57,01:56:17,Elite Men
4521,6555,Si Eun,Moon,KOR,62,00:18:48,00:00:51,01:01:06,00:00:26,00:36:26,58,01:57:37,Elite Men
4521,10536,Joao,Pereira,POR,53,00:19:16,00:00:53,01:03:26,00:00:29,00:33:52,59,01:57:54,Elite Men
4521,6541,Chang Yon,Lee,KOR,70,00:18:05,00:00:51,01:00:46,00:00:26,00:37:51,60,01:58:03,Elite Men
4521,6827,Roman,Bauer,KAZ,51,00:19:28,00:00:56,01:03:12,00:00:29,00:35:05,61,01:59:09,Elite Men
4521,11171,Lander,Dircken,BEL,61,00:19:24,00:00:54,01:03:15,00:00:24,00:35:19,62,01:59:17,Elite Men
4521,6831,Roman,Nikitenko,KAZ,47,00:19:47,00:00:53,01:05:18,00:00:26,00:33:01,63,01:59:24,Elite Men
4521,6779,Hyun Min,Lee,KOR,71,00:18:45,00:00:54,01:01:08,00:00:31,00:38:44,64,02:00:05,Elite Men
4521,10166,Simon,De Cuyper,BEL,60,00:19:48,00:00:51,01:05:17,00:00:24,00:35:15,65,02:01:35,Elite Men
4521,6233,Pavel,Rastrigin,UZB,66,00:19:45,00:00:53,01:05:19,00:00:27,00:37:34,66,02:04:00,Elite Men
4521,6832,Aslan,Abdrakhmanov,KAZ,56,00:20:29,00:00:59,00:00:00,00:00:00,00:00:00,DNF,00:00:00,Elite Men
4521,5901,Evgeniy,Alekseyev,UZB,65,00:19:48,00:01:01,00:00:00,00:00:00,00:00:00,DNF,00:00:00,Elite Men
4521,6977,Kjell,Verleyssen,BEL,52,00:19:34,00:00:49,00:00:00,00:00:00,00:00:00,DNF,00:00:00,Elite Men
4520,5530,Emma,Snowsill,AUS,4,00:19:47,00:01:01,01:07:43,00:00:26,00:33:45,1,02:02:42,Elite Women
4520,5526,Emma,Moffatt,AUS,3,00:19:15,00:00:54,01:08:19,00:00:24,00:34:01,2,02:02:51,Elite Women
4520,12785,Juri,Ide,JPN,15,00:19:49,00:00:58,01:07:43,00:00:24,00:34:37,3,02:03:31,Elite Women
4520,5571,Kathy,Tremblay,CAN,17,00:19:53,00:00:51,01:07:43,00:00:26,00:34:37,4,02:03:32,Elite Women
4520,7825,Kirsten,Sweetland,CAN,26,00:19:36,00:00:56,01:07:55,00:00:29,00:34:43,5,02:03:40,Elite Women
4520,5369,Kiyomi,Niwata,JPN,38,00:20:15,00:00:53,01:07:24,00:00:24,00:35:01,6,02:03:57,Elite Women
4520,5523,Magali,Di Marco Messmer,SUI,6,00:19:52,00:00:54,01:07:43,00:00:26,00:35:11,7,02:04:08,Elite Women
4520,5371,Samantha,Warriner,NZL,1,00:20:18,00:00:54,01:07:16,00:00:26,00:35:32,8,02:04:25,Elite Women
4520,5467,Vendula,Frintova,CZE,10,00:20:15,00:00:58,01:07:16,00:00:29,00:35:30,9,02:04:26,Elite Women
4520,5476,Lauren,Groves,CAN,31,00:20:16,00:00:58,01:07:17,00:00:24,00:35:32,10,02:04:27,Elite Women
4520,12786,Mariko,Adachi,JPN,37,00:19:35,00:01:03,01:07:54,00:00:27,00:35:31,11,02:04:31,Elite Women
4520,5410,Jessica,Harrison,FRA,11,00:19:52,00:00:53,01:07:43,00:00:29,00:35:38,12,02:04:35,Elite Women
4520,5842,Liz,Blatchford,GBR,16,00:19:46,00:00:59,01:07:44,00:00:27,00:35:50,13,02:04:48,Elite Women
4520,5573,Helen,Jenkins,GBR,2,00:19:50,00:00:59,01:07:41,00:00:27,00:36:02,14,02:05:01,Elite Women
4520,5385,Jodie,Swallow,GBR,24,00:19:34,00:00:56,01:08:05,00:00:29,00:36:11,15,02:05:14,Elite Women
4520,5312,Anja,Dittmer,GER,12,00:20:17,00:00:56,01:07:16,00:00:29,00:36:40,16,02:05:38,Elite Women
4520,5376,Ainhoa,Murua Zubizarreta,ESP,20,00:19:51,00:00:58,01:07:41,00:00:26,00:36:52,17,02:05:48,Elite Women
4520,6150,Barbara,Riveros,CHI,36,00:20:07,00:00:51,01:07:30,00:00:39,00:36:54,18,02:06:02,Elite Women
4520,6069,Nicky,Samuels,NZL,19,00:20:10,00:00:49,01:07:30,00:00:26,00:37:12,19,02:06:08,Elite Women
4520,5943,Maria,Czesnik,POL,28,00:19:57,00:00:56,01:07:37,00:00:31,00:37:29,20,02:06:28,Elite Women
4520,9939,Helle,Frederiksen,DEN,27,00:20:37,00:01:01,01:07:49,00:00:29,00:36:41,21,02:06:37,Elite Women
4520,21978,Aileen,Reid,IRL,43,00:20:17,00:00:59,01:08:10,00:00:29,00:36:50,22,02:06:45,Elite Women
4520,5567,Debbie,Tanner,NZL,9,00:20:31,00:00:56,01:07:59,00:00:22,00:37:01,23,02:06:51,Elite Women
4520,5360,Kate,Allen,AUT,23,00:20:37,00:00:58,01:07:57,00:00:32,00:37:16,24,02:07:20,Elite Women
4520,6963,Irina,Abysova,RUS,21,00:20:18,00:01:01,01:08:10,00:00:31,00:37:20,25,02:07:21,Elite Women
4520,5407,Ricarda,Lisk,GER,8,00:20:15,00:00:54,01:07:20,00:00:26,00:38:41,26,02:07:36,Elite Women
4520,6209,Rebeccah,Wassner,USA,42,00:20:42,00:00:58,01:07:49,00:00:31,00:37:45,27,02:07:47,Elite Women
4520,9742,Tomoko,Sonoda,JPN,34,00:19:56,00:00:59,01:07:38,00:00:27,00:38:49,28,02:07:49,Elite Women
4520,5565,Misato,Takagi,JPN,39,00:20:40,00:00:54,01:07:55,00:00:31,00:38:01,29,02:08:01,Elite Women
4520,9817,Olga,Dmitrieva,RUS,40,00:20:22,00:01:01,01:08:06,00:00:31,00:38:19,30,02:08:17,Elite Women
4520,7817,Yuliya,Yelistratova,UKR,32,00:20:52,00:01:01,01:09:54,00:00:31,00:36:42,31,02:08:58,Elite Women
4520,23847,Dan Bi,Hong,KOR,45,00:19:51,00:00:53,01:07:49,00:00:31,00:40:12,32,02:09:17,Elite Women
4520,6224,Kerry,Lang,GBR,29,00:19:50,00:00:51,01:07:52,00:00:31,00:40:26,33,02:09:28,Elite Women
4520,5539,Carole,Peon,FRA,14,00:20:19,00:01:03,01:08:06,00:00:31,00:39:59,34,02:09:55,Elite Women
4520,5559,Amanda,Stevens,USA,41,00:20:15,00:00:58,01:08:13,00:00:29,00:40:01,35,02:09:58,Elite Women
4520,5576,Ai,Ueda,JPN,22,00:21:52,00:00:56,01:11:10,00:00:29,00:36:35,36,02:11:02,Elite Women
4520,17003,Jillian,Petersen,USA,25,00:20:32,00:01:01,01:07:57,00:00:34,00:41:01,37,02:11:07,Elite Women
4520,5521,Sara,Mclarty,USA,44,00:19:12,00:00:56,01:08:25,00:00:36,00:42:25,38,02:11:35,Elite Women
4520,6783,Andrea,Hewitt,NZL,7,00:20:31,00:00:58,01:10:16,00:00:29,00:40:14,39,02:12:28,Elite Women
4520,10976,Na-Eun,Nam,KOR,47,00:20:19,00:00:58,01:12:43,00:00:29,00:41:19,40,02:15:49,Elite Women
4520,6744,Lea Coline,Langit,PHI,49,00:20:40,00:01:04,01:12:16,00:00:34,00:43:26,41,02:18:01,Elite Women
4520,6848,Melanie,Hauss,SUI,33,00:20:10,00:00:54,00:00:00,00:00:00,00:00:00,DNF,00:00:00,Elite Women
4520,5364,Ana,Burgos Acuña,ESP,35,00:20:31,00:01:01,00:00:00,00:00:00,00:00:00,DNF,00:00:00,Elite Women
4520,17348,Yun-Jung,Jang,KOR,46,00:19:55,00:01:01,01:13:07,00:00:00,00:00:00,DNF,00:00:00,Elite Women
4520,6780,Ji Yeon,Kim,KOR,48,00:21:34,01:43:56,00:00:00,00:00:00,00:00:00,DNF,00:00:00,Elite Women
4520,15483,Lisa,Mensink,CAN,18,00:20:30,00:00:59,01:07:58,00:00:26,00:00:00,DNF,00:00:00,Elite Women
4520,7766,Daniela,Ryf,SUI,5,00:20:07,00:00:49,00:00:00,00:00:00,00:00:00,DNF,00:00:00,Elite Women
4520,11070,Mary Beth,Ellis,USA,30,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00,Elite Women
